"District","School","Sample Name","Facility Location ID","Sample Type","Location Description","Date Collected","Result (mg/L)","Unit (mg/L)","Result (PPB)","Unit (PPB)","Qualifier","Reporting Limit","Immediate Response","Permanent Solution","Confirmation Sampling"
"Brandywine","Harlan Elementary School","BRAN-8-B-TL-CF-P-03","3","P","Basement Teacher's Lounge Sink Faucet","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-B-CAFE-DWC-P-04","4","P","Basement Water Fountain w/Cooler in Cafeteria","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-B-CAFE-DWC-P-05","5","P","Basement Water Fountain w/Cooler in Cafeteria","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-B-CAFE-WBF-P-06","6","P","Basement Water Bottle Filler in Cafeteria","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-114-DWC-P-07","7","P","First Floor Water Fountain w/Cooler by Room 114","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-114-DWC-P-08","8","P","First Floor Water Fountain w/Cooler by Room 114","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-114-WBF-P-09","9","P","First Floor Water Bottle Filler by Room 114","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-133-DWC-P-10","10","P","First Floor Water Fountain w/Cooler by Room 133","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-133-DWC-P-11","11","P","First Floor Water Fountain w/Cooler by Room 133","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-133-WBF-P-12","12","P","First Floor Water Bottle Filler by Room 133","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-NO-CF-P-13","13","P","Nurse's Office Sink Faucet","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-141-DWC-P-14","14","P","First Floor Water Fountain w/Cooler by Room 141","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-141-DWC-P-15","15","P","First Floor Water Fountain w/Cooler by Room 141","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-141-WBF-P-16","16","P","First Floor Water Bottle Filler by Room 141","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-GYM-DWC-P-17","17","P","Water Fountain w/Cooler in Gym","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-GYM-DWC-P-18","18","P","Water Fountain w/Cooler in Gym","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-GYM-WBF-P-19","19","P","Water Bottle Filler in Gym","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-1-LIB-DWC-P-20","20","P","Water Fountain w/Cooler by Library","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-213-DWC-P-21","21","P","Second Floor Water Fountain w/Cooler by Room 213","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-213-DWC-P-22","22","P","Second Floor Water Fountain w/Cooler by Room 213","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-213-WBF-P-23","23","P","Second Floor Water Bottle Filler by Room 213","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-247-DWC-P-24","24","P","Second Floor Water Fountain w/Cooler by Room 247","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-247-DWC-P-25","25","P","Second Floor Water Fountain w/Cooler by Room 247","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-247-WBF-P-26","26","P","Second Floor Water Bottle Filler by Room 247","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-227-DWC-P-27","27","P","Second Floor Water Fountain w/Cooler by Room 227","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-227-DWC-P-28","28","P","Second Floor Water Fountain w/Cooler by Room 227","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Harlan Elementary School","BRAN-8-2-227-WBF-P-29","29","P","Second Floor Water Bottle Filler by Room 227","04/25/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-KIT-KF-P-02","2","P","Kitchen Faucet","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-CAFE-DWC-P-04","4","P","Water Fountain w/Cooler Cafeteria","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-CAFE-DWC-P-05","5","P","Water Fountain w/Cooler Cafeteria","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-CAFE-WBF-P-06","6","P","Bottle Filler Cafeteria","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-133-DWC-P-07L","7","P","Left Water Fountain w/Cooler by Room 133","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-133-DWC-P-08R","8","P","Right Water Fountain w/Cooler by Room 133","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-133-WBF-P-09","9","P","Bottle Filler by Room 133","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-104-DW-P-14","14","P","Room 104 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-103-DW-P-15","15","P","Room 103 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-102-DW-P-17","17","P","Room 102 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-101-DW-P-19","19","P","Room 101 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-110H-DWC-P-20L","20","P","Left Water Fountain w/Cooler by Room 110H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-110H-DWC-P-21R","21","P","Right Water Fountain w/Cooler by Room 110H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-110H-WBF-P-22","22","P","Bottle Filler by Room 110H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-105-DW-P-23","23","P","Room 105 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-107-DW-P-25","25","P","Room 107 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-114-DW-P-26","26","P","Room 114 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-116-DW-P-27","27","P","Room 116 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-1-109-DW-P-28","28","P","Room 109 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-211-DW-P-29","29","P","Room 211 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-206-DW-P-31","31","P","Room 206 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-209-DW-P-32","32","P","Room 209 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-206H-DWC-P-33L","33","P","Second Floor Left Water Fountain w/Cooler by Room 206H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-206H-DWC-P-34R","34","P","Second Floor Right Water Fountain w/Cooler by Room 206H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-206H-WBF-P-35","35","P","Second Floor Bottle Filler by Room 206H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-205-DW-P-38","38","P","Room 205 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-229-DW-P-39","39","P","Room 229 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-205H-DWC-P-40L","40","P","Second Floor Left Water Fountain w/Cooler by Room 205H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-205H-DWC-P-41R","41","P","Second Floor Right Water Fountain w/Cooler by Room 205H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-205H-WBF-P-42","42","P","Second Floor Bottle Filler by Room 205H","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lancashire Elementary School","BRAN-8-2-202-DW-P-45","45","P","Room 202 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-WR-DWC-P-01","1","P","Water Fountain w/Cooler by Women's Restroom","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-WR-DWC-P-02","2","P","Water Fountain w/Cooler by Women's Restroom","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-WR-WBF-P-03","3","P","Bottle Filler by Women's Restroom","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-TL-CF-P-04","4","P","Teacher's Lounge Sink Faucet","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-NO-CF-P-05","5","P","Nurse's Office Sink Faucet","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-GYM-DWC-P-06","6","P","Water Fountain w/Cooler Gym","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-GYM-DWC-P-07","7","P","Water Fountain w/Cooler Gym","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-GYM-WBF-P-08","8","P","Bottle Filler Gym","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-KIT-KF-P-09","9","P","Kitchen Faucet","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-181-DW-P-10","10","P","Room 181 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-182-DW-P-11","11","P","Room 182 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-183-DW-P-12","12","P","Room 183 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-184-DW-P-13","13","P","Room 184 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-185-DW-P-14","14","P","Room 185 Water Fountain","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-183-DWC-P-15","15","P","Water Fountain w/Cooler by Room 183","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-183-DWC-P-16","16","P","Water Fountain w/Cooler by Room 183","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-183-WBF-P-17","17","P","Bottle Filler by Room 183","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-165-DWC-P-18","18","P","Water Fountain w/Cooler by Room 165","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-165-DWC-P-19","19","P","Water Fountain w/Cooler by Room 165","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Lombardy Elementary School","BRAN-9-1-165-WBF-P-20","20","P","Bottle Filler by Room 165","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-B-BR-DWC-P-01","1","P","Basement Water Fountain w/Cooler by Boiler Room","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-B-BR-DWC-P-02","2","P","Basement Water Fountain w/Cooler by Boiler Room","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-B-BR-WBF-P-03","3","P","Basement Bottle Filler by Boiler Room","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-1-TL-CF-P-04","4","P","First Floor Teacher's Lounge Sink Faucet","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-1-NO-CF-P-05","5","P","Nurse's Office Sink Faucet","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-1-CAFE-DWC-P-06","6","P","Water Fountain w/Cooler Cafeteria","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-1-CAFE-WBF-P-07","7","P","Bottle Filler in Cafeteria","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-1-LOBBY-DWC-P-08","8","P","Water Fountain w/Cooler in Lobby","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-1-LOBBY-DWC-P-09","9","P","Water Fountain w/Cooler in Lobby","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Maple Lane Elementary School","BRAN-11-1-LOBBY-WBF-P-10","10","P","Bottle Filler in Lobby","04/26/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-CAFE-DWC-P-01L","1","P","Left Water Fountain w/Cooler Cafeteria","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-CAFE-DWC-P-02R","2","P","Right Water Fountain w/Cooler Cafeteria","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-CAFE-WBF-P-03","3","P","Bottle Filler Cafeteria","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-KIT-KF-P-04","4","P","Kitchen Faucet","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-KIT-KF-P-05","5","P","Kitchen Faucet","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-KIT-ICE-P-06","6","P","Kitchen Ice Machine","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-B-DO-DWC-P-07L","7","P","Basement Left Water Fountain w/Cooler in District Office","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-B-DO-DWC-P-08R","8","P","Basement Right Water Fountain w/Cooler in District Office","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-B-DO-WBF-P-09","9","P","Basement Bottle Filler Cafeteria in District Office","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-176-DWC-P-10","10","P","First Floor Water Fountain w/Cooler by Room 176","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-176-WBF-P-11","11","P","First Floor Bottle Filler by Room 176","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-185-DWC-P-12","12","P","First Floor Water Fountain w/Cooler by Room 185","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-185-WBF-P-13","13","P","Bottle Filler by Room 185","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-130-DWC-P-15L","15","P","Left Water Fountain w/Cooler by Room 130","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-130-DWC-P-16R","16","P","Right Water Fountain w/Cooler by Room 130","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-130-WBF-P-17","17","P","Bottle Filler by Room 130","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-107-DWC-P-20L","20","P","Left Water Fountain w/Cooler by Room 107","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-107-DWC-P-21R","21","P","Right Water Fountain w/Cooler by Room 107","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-1-107-WBF-P-22","22","P","Bottle Filler by Room 107","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-2-219H-DWC-P-26L","26","P","Second Floor Left Water Fountain by Room 219H","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-2-219H-DWC-P-27R","27","P","Second Floor Right Water Fountain by Room 219H","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-2-219H-WBF-P-28","28","P","Second Floor Bottle Filler by Room 219H","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Brandywine","Mt. Pleasant Elementary School","BRAN-11-2-237H-DWC-P-29","29","P","Second Floor Right Water Fountain by Room 237H","04/27/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
